CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Scored Labels,Scored Probabilities,scoring_id,scoring_timestamp
no_checking,17,prior_payments_delayed,appliances,11154,unknown,4_to_7,3,male,none,3,savings_insurance,40,none,own,2,skilled,1,none,yes,No Risk,0.52|0.48,1c77f1d0-0356-47aa-9e40-dd1df08a85e4,04/11/20 7:38
0_to_200,21,credits_paid_to_date,repairs,10683,less_100,4_to_7,5,female,none,4,car_other,30,stores,own,2,skilled,1,none,yes,No Risk,0.7|0.3,624dcf1e-27e3-491e-993b-7320c718f230,04/11/20 7:38
no_checking,9,credits_paid_to_date,education,2871,less_100,less_1,3,male,co-applicant,2,unknown,40,bank,own,1,skilled,1,yes,yes,No Risk,0.72|0.28,81fd2c5b-4822-4781-b141-8dd63d1ed8d7,04/11/20 7:38
no_checking,34,prior_payments_delayed,radio_tv,8604,less_100,4_to_7,5,male,none,3,savings_insurance,38,stores,rent,1,skilled,1,none,yes,No Risk,0.57|0.43,1cbde787-443a-4b6a-8204-7ac7cf173afb,04/11/20 7:38
0_to_200,15,credits_paid_to_date,car_new,2410,less_100,greater_7,3,male,none,3,car_other,27,none,own,1,skilled,2,none,yes,No Risk,0.71|0.29,e89736e4-7a05-4be2-9b1d-1fd7af86236b,04/11/20 7:38
less_0,12,outstanding_credit,vacation,5651,100_to_500,1_to_4_random,4,male,none,3,savings_insurance,24,none,free,2,skilled,1,yes,no,No Risk,0.68|0.32,7e54315f-1493-4e2d-9564-74361e2757f2,04/11/20 7:38
no_checking,36,outstanding_credit,car_new,5641,500_to_1000,1_to_4,4,female,none,3,real_estate,52,none,own,1,skilled,2,yes,yes,Risk,0.4|0.6,31f77208-edeb-4506-a40f-f6adfe40124c,04/11/20 7:38
less_0,13,prior_payments_delayed,education,4437,500_to_1000,less_1,4,female,none,5,real_estate,48,none,own,2,skilled_random,1,none,yes,No Risk,0.7|0.3,8a7d5db0-ee62-4c0e-8bef-67269d56118c,04/11/20 7:38
no_checking,13,credits_paid_to_date,car_new,6863,unknown,1_to_4,3,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk,0.86|0.14,fdc6e662-9485-4b29-b96d-31287e287efe,04/11/20 7:38
no_checking,13,all_credits_paid_back,business,4755,500_to_1000,1_to_4,1,female,none,2,car_other,32,bank,own,1,skilled,1,none,yes,No Risk,0.79|0.21,2f4c9d34-c35d-4ebd-9d10-694ee2587720,04/11/20 7:38
less_0,34,outstanding_credit,car_new,9901,500_to_1000,greater_7,3,male,none,5,savings_insurance,31,none,free,1,unskilled,1,none,yes,Risk,0.49|0.51,aee1e3d5-4613-4224-8f31-ace6dd982997,04/11/20 7:38
no_checking,22,prior_payments_delayed,car_new,12068,less_100,4_to_7,4,male,guarantor,4,savings_insurance,29,stores,own,2,management_self-employed,1,yes,yes,No Risk,0.58|0.42,0c6aa980-d32b-4fce-815e-5820bcc29186,04/11/20 7:38
less_0,19,credits_paid_to_date,other,10004,100_to_500,less_1,4,male,none,3,real_estate,52,bank,own,1,skilled,1,none,yes,No Risk,0.76|0.24,f0231186-9136-43c4-a0e6-2ed56df2a7c2,04/11/20 7:38
0_to_200,4,outstanding_credit,car_used,121,100_to_500,less_1,3,male_random,none,1,car_other,51,none,own,2,unemployed,1,none,yes,No Risk,0.76|0.24,a88d3447-c306-4fc7-9329-0fce97ecd117,04/11/20 7:38
no_checking,32,all_credits_paid_back,appliances,4060,500_to_1000,1_to_4,4,male,none,4,unknown,31,none,own,2,skilled,1,yes,yes,No Risk,0.66|0.34,809f6fc0-ec95-47f9-b5ea-e7999ef0b9b1,04/11/20 7:38
less_0,4,all_credits_paid_back,furniture,5035,500_to_1000,1_to_4,1,female,none,2,real_estate,24,stores,rent,2,skilled,1,yes,yes_random,No Risk,0.9|0.1,44d4d7da-cfc2-463f-915c-06738da20568,04/11/20 7:38
less_0,14,all_credits_paid_back,car_used,6480,500_to_1000,greater_7,3,male,none,3,savings_insurance,40,none,own,1,unskilled,1,none,yes,No Risk,0.74|0.26,592218b3-75fc-4ef0-b1ef-34d1c0077abe,04/11/20 7:38
greater_200,18,prior_payments_delayed,vacation,2270,100_to_500,less_1,4,male,none,3,unknown,51,bank,rent,2,skilled,2,none,no,No Risk,0.63|0.37,cfd68788-6384-48d1-b14e-9efba91ada84,04/11/20 7:38
0_to_200,10,prior_payments_delayed,business,7944,100_to_500,4_to_7,1,male,none,4,real_estate,42,none,own,2,skilled,1,yes,yes,No Risk,0.64|0.36,2d189957-241b-4297-81c4-378d4c3b27a3,04/11/20 7:38
0_to_200,4,credits_paid_to_date,radio_tv,10694,100_to_500,1_to_4,2,female,none,4,savings_insurance,52,stores,rent,2,skilled,1,yes,yes,No Risk,0.53|0.47,5635a341-a3c7-453a-a1a7-b96698868d58,04/11/20 7:38
0_to_200,20,outstanding_credit,appliances,8346,less_100,1_to_4,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,yes,yes,No Risk,0.61|0.39,5df5745e-dd37-4a38-b32b-9b987c07de2a,04/11/20 7:38
no_checking,4,credits_paid_to_date,vacation,6046,less_100,4_to_7,3,male_random,none_random,2,car_other,19,stores,own,1,skilled,1,none,yes,No Risk,0.78|0.22,6191ed61-f79f-46ee-8659-063edd9ad923,04/11/20 7:38
0_to_200,17,all_credits_paid_back,car_used,8424,500_to_1000,4_to_7,4,female,none,3,savings_insurance,44,none,rent,2,skilled,1,none,yes,No Risk,0.55|0.45,d42aaf44-1c68-473a-835e-f66b68331f08,04/11/20 7:38
less_0,13,outstanding_credit,appliances,12740,100_to_500,4_to_7,4,male,none,3,car_other,35,none,rent,2,skilled,1,none,yes,No Risk,0.71|0.29,fd2b5708-1aa9-4152-9d6a-16e1fbab3d7c,04/11/20 7:38
greater_200,28,prior_payments_delayed,car_new,2530,500_to_1000,4_to_7,3,female,none,4,real_estate,23,stores,own,1,skilled,1,yes,yes,No Risk,0.59|0.41,9973ddf3-6fb9-4dbf-857f-4b24ef5f48df,04/11/20 7:38
0_to_200,37,prior_payments_delayed,radio_tv,-713,500_to_1000,less_1,2,male,none,3,unknown,65,none,free,1,management_self-employed,1,yes,yes,No Risk,0.57|0.43,8da47414-f05a-43a0-ab12-6d15f3089d51,04/11/20 7:38
less_0,11,prior_payments_delayed,radio_tv,935,less_100,4_to_7,1,female,none,5,unknown,19,bank,rent,2,skilled,1,none,yes,No Risk,0.83|0.17,8dd4d8fa-48d9-4082-8e8f-c52839f5d8ca,04/11/20 7:38
no_checking_random,23,prior_payments_delayed,appliances,3919,less_100,greater_7,4,female,co-applicant,4,real_estate,19,stores,rent,1,skilled,1,yes,yes,No Risk,0.57|0.43,31b62d9d-3dbf-4aa8-ac60-6005cd7a3e10,04/11/20 7:38
0_to_200,21,credits_paid_to_date,furniture,7189,500_to_1000,greater_7,4,female,co-applicant,1,real_estate,43,none,rent,2,skilled,1,yes,yes,No Risk,0.61|0.39,da30a07e-11d2-443a-b82a-3ddde55d2dea,04/11/20 7:38
less_0,41,prior_payments_delayed,car_new,11458,500_to_1000,1_to_4,2,female,none,3,unknown,25,none,free,1,skilled,1,yes,no,Risk,0.49|0.51,b9543ee7-36b7-422a-ae8b-0b6ce441cff3,04/11/20 7:38
no_checking,21,prior_payments_delayed,appliances,1044,less_100,greater_7,2,male,co-applicant,3,car_other,61,none,free,1,skilled,2,none,yes,No Risk,0.62|0.38,2ef6541a-f904-4572-a85b-66e431fa0050,04/11/20 7:38
less_0,12,credits_paid_to_date,furniture,11129,100_to_500,unemployed,4,female,none,3,savings_insurance,47,none,own,1,skilled,1,yes,yes,No Risk,0.72|0.28,fcce0cb3-9c03-4ba8-9633-547a1193a37d,04/11/20 7:38
less_0,26,prior_payments_delayed,car_used,4863,500_to_1000,4_to_7,3,male,none,1,unknown,20,stores,own,1,skilled,1,yes,yes,No Risk,0.77|0.23,28b5d0b6-ff4d-4e42-ad12-dc7a8d93b55f,04/11/20 7:38
no_checking,35,all_credits_paid_back,car_used,1579,unknown,1_to_4,4,male,none,2,real_estate,46,none,own,2,skilled,1,yes,yes,No Risk,0.59|0.41,c3f335ff-de80-4589-9642-80581ec48d64,04/11/20 7:38
0_to_200,27,outstanding_credit,appliances,10521,100_to_500,4_to_7,2,male,none_random,3,savings_insurance,20,none,own,1,unskilled,1,yes,yes,No Risk,0.61|0.39,e2652bd2-0bc0-4711-93da-aaa3f69eacd5,04/11/20 7:38
no_checking,4,prior_payments_delayed,other,8514,greater_1000,greater_7,1,female,none,3,unknown,49,bank,own,1,skilled,1,yes,yes,Risk,0.47|0.53,dcd8d702-6fea-4b17-9637-81e11488e989,04/11/20 7:38
0_to_200,8,credits_paid_to_date,radio_tv,9145,100_to_500,unemployed,4,female,none,1,car_other,38,none,own,1,skilled,1,none,yes,No Risk,0.75|0.25,b5c8253b-9c23-4021-8a2e-a9f56931fb1d,04/11/20 7:38
0_to_200,21,credits_paid_to_date,car_new,4947,less_100,1_to_4,1,female,none,2,unknown,40,none,free,1,skilled,1,none,yes,No Risk,0.58|0.42,4cee5430-d687-4ee7-8531-868077f07cba,04/11/20 7:38
0_to_200,43,prior_payments_delayed,car_new,7519,less_100,4_to_7,3,female,none,3,real_estate,39,none,own,1,skilled,1,yes,yes,No Risk,0.5|0.5,f92b7986-c253-4e86-903d-d139b83003ad,04/11/20 7:38
greater_200,19,outstanding_credit,car_new,327,less_100,greater_7,3,female,co-applicant,3,unknown,36,none,own,2,skilled,1,none,yes,Risk,0.45|0.55,8c5e9d22-1612-45d4-8fb7-ccfc72fbd086,04/11/20 7:38
0_to_200,10,credits_paid_to_date,repairs,1468,500_to_1000,4_to_7,2,female,co-applicant,4,car_other,37,none,own,2,skilled,1,none,yes,No Risk,0.62|0.38,228b9c6f-5e40-42af-a7fa-d445c26115a4,04/11/20 7:38
no_checking,7,prior_payments_delayed,furniture,3399,less_100,1_to_4,3,female,none,1,savings_insurance,46,none,own,1,skilled_random,1,yes,yes,No Risk,0.8|0.2,683b5fde-f4e7-430b-ba59-76915007caeb,04/11/20 7:38
0_to_200,27,prior_payments_delayed,retraining,1905,greater_1000,4_to_7,2,male,none,1,real_estate,19,none,free,1,management_self-employed,1,yes,yes,No Risk,0.84|0.16,227a2bdd-bf13-4b36-909b-a76222cfe860,04/11/20 7:38
no_checking,32,credits_paid_to_date,furniture,1181,500_to_1000,unemployed,3,male,none,2,savings_insurance,21,none,rent,1,skilled,1,yes,yes,No Risk,0.72|0.28,b78130a8-0e9a-4b90-a086-adef323c9a33,04/11/20 7:38
no_checking,21,credits_paid_to_date,car_used,1473,100_to_500,1_to_4,2,female,none,4,car_other,52,none,rent,2,skilled,2,yes,yes,No Risk,0.54|0.46,5e7cb112-48dd-42e8-93bb-69e056e3cbbd,04/11/20 7:38
greater_200,36,prior_payments_delayed,appliances,6136,100_to_500,1_to_4,1,female,none,2,car_other,21,none,own,2,unemployed,1,none,yes,No Risk,0.65|0.35,8dccbe51-8aa0-497b-9da2-79e62ca67388,04/11/20 7:38
0_to_200,31,prior_payments_delayed,car_new_random,6648,less_100,4_to_7,2,female,none,6,unknown,39,none,rent,1,skilled,2,yes,yes,Risk,0.38|0.62,13137cd0-c012-443f-8cc4-f3d2e1a4bf02,04/11/20 7:38
less_0,8,outstanding_credit,radio_tv,7005,less_100,greater_7,1,male,none,2,savings_insurance,33,stores,free,1,unskilled,1,none,yes,No Risk,0.68|0.32,eb443606-d7c1-4bcd-b9e3-73f7b6f75777,04/11/20 7:38
no_checking,15,prior_payments_delayed,appliances,12691,500_to_1000,1_to_4,3,male,none,3,savings_insurance,53,bank,own,1,skilled,1,yes,yes,No Risk,0.61|0.39,7f4d6606-b0f0-4668-97ac-cf2a0b8597da,04/11/20 7:38
less_0,26,prior_payments_delayed_random,car_new_random,3511,100_to_500,4_to_7,2,male,none,3,real_estate,35,bank,own,1,management_self-employed,1,none,yes,No Risk,0.9|0.1,28b98f2f-d6f6-4d3b-8ccf-32cb25c3bf63,04/11/20 7:38
no_checking,14,all_credits_paid_back,furniture,2762,500_to_1000,greater_7,3,female,none,2,savings_insurance_random,37,none,own,1,skilled,1,yes,yes,No Risk,0.7|0.3,ae2adc3e-4c12-4fd7-aa39-30d7838c1cc0,04/11/20 7:38
0_to_200,29,prior_payments_delayed,car_used,-119,less_100,1_to_4,4,male,none,2,car_other,57,none,own,3,skilled,1,none,yes,No Risk,0.65|0.35,659b9033-181d-47c4-b5a6-a2ffe130a3bd,04/11/20 7:38
no_checking,15,outstanding_credit,education,8055,less_100,unemployed,3,male,co-applicant,4,savings_insurance,33,none,own,1,skilled,2,yes,yes,Risk,0.43|0.57,f3dcf43c-01a2-4276-9201-55fdc154a417,04/11/20 7:38
greater_200,14,prior_payments_delayed,repairs,5523,less_100,unemployed,3,male,none,3,savings_insurance,51,none,own,1,skilled,1,none_random,yes,No Risk,0.68|0.32,0a8a6732-d1b0-4f45-9c26-068b619e0270,04/11/20 7:38
no_checking,21,prior_payments_delayed,furniture,3808,unknown,1_to_4,5,male,none,2,car_other,19,none,own,1,unskilled,1,none,yes,No Risk,0.7|0.3,e8851f3d-b03a-4873-92ea-40c63f68e153,04/11/20 7:38
0_to_200,23,all_credits_paid_back,appliances,4424,less_100,4_to_7,3,female,none,2,savings_insurance,37,stores,rent,1,skilled,1,none,yes,No Risk,0.8|0.2,1e3f0cc2-eefe-4471-b529-e5cf75530a45,04/11/20 7:38
less_0,21,outstanding_credit,education,10820,500_to_1000,1_to_4,2,female,co-applicant,3,real_estate,28,none,rent,1,skilled,1,yes,yes,No Risk,0.6|0.4,c2583a5a-c70d-4073-9cf9-96160902c9a1,04/11/20 7:38
less_0,4,prior_payments_delayed,car_used,1242,500_to_1000,1_to_4,1,male_random,none,5,car_other,29,none,own,2,skilled,1,yes,yes,No Risk,0.74|0.26,9c528af0-315a-48d7-a247-f6c3b6cdf5ab,04/11/20 7:38
less_0,8,credits_paid_to_date,car_used,7575,100_to_500,4_to_7,3,female,none,4,real_estate,24,stores,own,1,skilled,1,yes,yes,No Risk,0.73|0.27,c0013e8a-e3a5-4306-9815-902469ee5253,04/11/20 7:38
less_0,38,prior_payments_delayed,furniture,6790,less_100,4_to_7,1,male,co-applicant,3,car_other,50,bank,rent,2,management_self-employed,2,yes,yes,No Risk,0.53|0.47,dbfe7e9f-5ca3-4197-b7fb-366efc72daaa,04/11/20 7:38
no_checking,36,prior_payments_delayed,car_used,10044,less_100,greater_7,2,male,none,1,unknown,33,none,own,1,skilled_random,1,yes,yes,No Risk,0.56|0.44,fd6b8b6a-b50b-4bc2-93ce-179e1507d582,04/11/20 7:38
no_checking,20,credits_paid_to_date,radio_tv,2764,less_100,4_to_7,2,male,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk,0.55|0.45,b1df0aef-3ec3-444d-875d-522b25bc7fe2,04/11/20 7:38
no_checking,29,outstanding_credit,car_new,2797,less_100,1_to_4,4,male,none,3,car_other,42,stores,own,1,management_self-employed,2,none,yes,No Risk,0.64|0.36,be5ae2fb-0198-4512-b9f2-04a4e5710233,04/11/20 7:38
less_0,27,credits_paid_to_date,car_used,4782,unknown,unemployed,1,female,none,4,savings_insurance,54,none,rent,1,unskilled,1,yes,yes,No Risk,0.54|0.46,d96714df-9dd0-44a3-b048-c3cfee82626b,04/11/20 7:38
0_to_200,24,outstanding_credit,furniture,4250,less_100,1_to_4,4,female,none,1,unknown,36,none,own,2,skilled,1,yes,yes,No Risk,0.66|0.34,d5022ab0-6b10-47ee-ace4-37e94ed4d630,04/11/20 7:38
no_checking,30,outstanding_credit,furniture,4918,greater_1000,unemployed,3,male,none,1,savings_insurance,36,none,rent,2,skilled,2,yes,yes,No Risk,0.54|0.46,0411613e-fb78-4919-854f-60bef3d5bdda,04/11/20 7:38
no_checking_random,16,credits_paid_to_date,radio_tv,7808,100_to_500,4_to_7,4,female,none_random,1,savings_insurance,28,none,free,2,skilled,1,none,yes,No Risk,0.74|0.26,6217545c-895b-4c4e-a38f-5c81515394f4,04/11/20 7:38
no_checking,46,all_credits_paid_back,radio_tv,4346,100_to_500,greater_7,1,male,none,3,savings_insurance,44,stores,free,1,skilled,1,yes,yes,Risk,0.43|0.57,7cc8c01c-cd95-4a30-8892-d0259292b602,04/11/20 7:38
less_0,36,credits_paid_to_date,furniture,9867,greater_1000,4_to_7,2,female,co-applicant,3,savings_insurance,43,none,own,1,unskilled,1,none,yes,Risk,0.42|0.58,58fa88d9-5315-4dd8-9c97-5e505604ad7c,04/11/20 7:38
no_checking,28,all_credits_paid_back,appliances,9785,less_100,less_1,3,male,none,3,real_estate,36,none,own,1,skilled,1,yes,yes,No Risk,0.73|0.27,5fc3b380-b429-4598-8119-c99f4fb2c63e,04/11/20 7:38
no_checking_random,44,prior_payments_delayed,furniture,969,less_100,1_to_4,4,male,none,4,savings_insurance,47,none,rent,1,skilled,1,none,yes,No Risk,0.63|0.37,f03c70a5-f106-44f2-82f8-4b1f92e358d2,04/11/20 7:38
no_checking,16,all_credits_paid_back,car_used,10442,unknown,greater_7,3,male,co-applicant,5,unknown,33,stores,own,1,skilled,1,yes,yes,Risk,0.36|0.64,240b7f97-6911-4b35-883a-c6693aed0bf0,04/11/20 7:38
no_checking,11,all_credits_paid_back,appliances,-196,500_to_1000,greater_7,4,female,none,4,unknown,19,none,rent,1,skilled,1,yes,yes,No Risk,0.59|0.41,fb36dabc-49a1-4044-99f7-a0a3863b1c2f,04/11/20 7:38
no_checking,29,credits_paid_to_date,radio_tv,2796,less_100,4_to_7,3,male,none,1,car_other,37,none,free,1,unemployed,1,yes,yes,No Risk,0.63|0.37,13def013-a91b-45a5-9d2a-e60b29fd0538,04/11/20 7:38
0_to_200,22,credits_paid_to_date,car_new,11354,500_to_1000,greater_7,4,female,none,4,unknown,46,none,free,2,management_self-employed,1,none,yes,Risk,0.4|0.6,e36a165d-b3e0-4926-80d2-11bb1ccbfd5c,04/11/20 7:38
less_0,18,prior_payments_delayed,car_used,2572,greater_1000,1_to_4_random,4,male,none,4,unknown,31,none,own,2,skilled,1,none,yes,No Risk,0.65|0.35,b7e08462-6a79-4207-9ed3-33e5d4661a16,04/11/20 7:38
less_0,28,all_credits_paid_back,car_used,11003,greater_1000,greater_7,3,male,guarantor,3,savings_insurance,40,none,free,1,skilled,1,none,yes,No Risk,0.5|0.5,a20dc4d3-96c4-404e-bcdc-6bede3e37115,04/11/20 7:38
less_0,10,no_credits,car_new,1295,greater_1000,greater_7,2,female,none,4,unknown,62,none,own,2,skilled,1,none,yes,No Risk,0.7|0.3,65a80a6d-4487-4aa1-83c1-23ac9b0d01a2,04/11/20 7:38
no_checking,14,prior_payments_delayed,repairs,7624,500_to_1000,greater_7,2,male,co-applicant,3,car_other,48,none,own,1,skilled,2,yes,yes,Risk,0.46|0.54,d8f6a8d3-e39d-4e52-a25e-ad724d0f9f3b,04/11/20 7:38
less_0,31,credits_paid_to_date,furniture,5851,less_100,greater_7,4,male,none,3,savings_insurance,49,none,free,1,skilled,1,yes,yes,Risk,0.48|0.52,271d5f48-8812-4876-b156-27c7561330f3,04/11/20 7:38
0_to_200,31,prior_payments_delayed,furniture,3465,500_to_1000,4_to_7,3,female,none,4,real_estate,40,none,rent,3,skilled,1,yes,yes,Risk,0.34|0.66,94a55eb3-0116-4b71-8cc1-9890a5e38cba,04/11/20 7:38
less_0,34,outstanding_credit,repairs,-49,100_to_500,4_to_7,2,male,none,5,real_estate,31,bank,own,1,unskilled,1,none,yes,No Risk,0.68|0.32,9feb1c51-f753-436e-a500-cf84011ed19c,04/11/20 7:38
no_checking,41,prior_payments_delayed,car_used,5758,less_100_random,4_to_7,4,male,none,4,real_estate,21,none,own,2,management_self-employed,1,none,yes,No Risk,0.65|0.35,5e09f7d0-60ba-47e5-976f-4119ea9cf5d9,04/11/20 7:38
0_to_200,8,prior_payments_delayed,appliances,8734,100_to_500,4_to_7,3,male,none,5,savings_insurance,33,none,rent,1,skilled,1,none,yes,No Risk,0.53|0.47,83d946f4-8906-421c-83cb-8f00998e766b,04/11/20 7:38
0_to_200,9,credits_paid_to_date,radio_tv,71,less_100,greater_7,4,male,none,2,unknown,41,none,own,1,skilled,1,none,yes,No Risk,0.79|0.21,65809771-a6cf-4f40-b1b3-adb49e75c452,04/11/20 7:38
0_to_200,14,outstanding_credit,vacation,5291,500_to_1000,1_to_4,3,male,none,4,car_other,32,stores,own,1,management_self-employed,1,none,yes,No Risk,0.8|0.2,40b2dc79-6720-4e54-873d-4db6bcc0e670,04/11/20 7:38
no_checking,23,all_credits_paid_back,furniture,11111,500_to_1000,1_to_4,4,male,none_random,4,car_other,21,none,own,2,skilled,1,yes,yes,Risk,0.42|0.58,ad255627-5c70-48ee-8a60-140f2ce47bdf,04/11/20 7:38
less_0,17,prior_payments_delayed,car_new,4628,less_100,unemployed,3,male,none,4,car_other,37,stores,own,3,unskilled,2,yes,yes,No Risk,0.62|0.38,0e1976ce-96eb-41a0-982f-48a9cea9ecc3,04/11/20 7:38
less_0,43,outstanding_credit,car_used,11901,100_to_500,greater_7,3,female,none,2,car_other,31,bank,own,2,unemployed,1,none,yes,No Risk,0.67|0.33,f575fa44-c8d8-4d07-a557-88e6cc8a7f87,04/11/20 7:38
less_0,29,credits_paid_to_date,appliances,7765,500_to_1000,1_to_4,4,female,none,4,unknown,37,none,free,2,skilled,1,yes,yes,Risk,0.32|0.68,e4470f5f-579b-4549-8b9f-c108e2e65bf1,04/11/20 7:38
no_checking,4,credits_paid_to_date,car_used,5523,500_to_1000,greater_7,2,male,none,2,unknown,54,none,free,1,skilled,2,none,yes,No Risk,0.61|0.39,c9faf901-d606-4ea4-ab4b-38e34889a4aa,04/11/20 7:38
no_checking,26,credits_paid_to_date,furniture,4551,100_to_500,unemployed,2,male,none,2,unknown,51,none,rent,1,management_self-employed,2,yes,yes,No Risk,0.64|0.36,0791eb53-6d66-4636-b26b-06c8b2f3fb96,04/11/20 7:38
less_0,19,prior_payments_delayed,car_used,1851,100_to_500,less_1,2,female,none,1,car_other,39,stores,free,2,skilled,1,none,yes,No Risk,0.89|0.11,434b2112-8efb-4e57-911a-e8c55edc125d,04/11/20 7:38
no_checking,25,outstanding_credit,car_used,9398,100_to_500,1_to_4,3,female,co-applicant,5,car_other,25,stores,own,2,skilled,1,yes,yes,Risk,0.47|0.53,5ff6f898-5102-43d5-aa00-e0534cc771b1,04/11/20 7:38
no_checking,24,credits_paid_to_date,furniture,8175,100_to_500,1_to_4,2,male,none,1,car_other,28,none,own,1,skilled,1,none,yes,No Risk,0.73|0.27,a4f8b55f-bcc0-4253-b775-fefa1b01d1f3,04/11/20 7:38
no_checking,32,all_credits_paid_back,other,-378,less_100,4_to_7,4,female,none,3,car_other,29,none,own,2,unemployed,1,none,yes,No Risk,0.57|0.43,01b70420-9e4b-44e9-882b-950dac82c5ff,04/11/20 7:38
0_to_200,4,outstanding_credit,furniture,1658,less_100,1_to_4,3,male,none,2,real_estate,31,none,own,3,skilled,1,none,no,No Risk,0.83|0.17,b7ba6351-90ce-4949-a656-74eabf4f12b9,04/11/20 7:38
no_checking,8,credits_paid_to_date,radio_tv,5647,500_to_1000,less_1,4,male,co-applicant,1,unknown,30,none,free,2,unemployed,1,none,yes,No Risk,0.62|0.38,ea9b00e0-4673-41e0-8cd4-a4d207e7f43d,04/11/20 7:38
0_to_200,17,outstanding_credit,appliances,10790,unknown,less_1,3,female,none,4,car_other,38,none,own,2,skilled,1,none,yes,Risk,0.47|0.53,283823ce-dd10-437b-b4dd-326bed06dea8,04/11/20 7:38
no_checking,4,prior_payments_delayed,appliances,5790,less_100,less_1,3,male,co-applicant,3,real_estate,31,none,own,2,unskilled,1,yes,yes,No Risk,0.72|0.28,28f44233-9e74-4ebc-b46d-3c2e4eb16e7d,04/11/20 7:38
less_0,17,prior_payments_delayed,car_used,7459,less_100,1_to_4,2,male,co-applicant,1,car_other,31,none,own,1,skilled,1,none_random,yes,No Risk,0.74|0.26,f1d9c34c-8994-4d14-8928-a016f1eec8b6,04/11/20 7:38
no_checking,5,prior_payments_delayed,radio_tv,1102,unknown,1_to_4,3,male,none,1,savings_insurance,35,none,rent,2,skilled,1,none,yes,No Risk,0.76|0.24,d50ee195-886e-45d5-8304-5be9ec22d7ec,04/11/20 7:38
0_to_200,29,outstanding_credit,vacation,5723,500_to_1000,4_to_7,4,male,none,4,savings_insurance,21,none,rent,2,skilled,1,yes,yes,No Risk,0.66|0.34,f3ba33b4-7d9c-4f24-b4ca-1902efa3e253,04/11/20 7:38
less_0,31,prior_payments_delayed,repairs,1538,less_100,4_to_7,2,male,none,1,unknown,50,none,own,1,skilled,1,none,yes,No Risk,0.72|0.28,619221af-6268-40b7-a86b-c2a30065d7d3,04/11/20 7:38
no_checking,38,prior_payments_delayed,car_used,713,unknown,4_to_7,2,male,none,3,car_other,54,none,free,1,skilled,2,none,yes,No Risk,0.57|0.43,19b451ab-8f03-4c88-a9c2-ac7cd5f06cc0,04/11/20 7:38
less_0,27,credits_paid_to_date,furniture,7848,greater_1000,unemployed,2,male,none,2,real_estate,28,none,own,1,unskilled,1,none,yes,No Risk,0.81|0.19,30717436-4795-4ccb-a899-820c9602dcab,04/11/20 7:38
less_0,19,outstanding_credit,car_used,11709,100_to_500,less_1,4,male,none,4,car_other,37,none,own,2,unskilled,1,yes,yes,No Risk,0.59|0.41,a7e20960-ecc8-4612-8602-35515bd17ef5,04/11/20 7:38
no_checking,32,credits_paid_to_date,furniture,8788,500_to_1000,4_to_7,4,female,none,2,car_other,38,stores,rent,1,skilled,1,none,yes,No Risk,0.55|0.45,7f2c57e5-272a-4f07-ac40-fdefa7d46cdf,04/11/20 7:38
0_to_200,28,outstanding_credit,car_new,9707,less_100,greater_7,5,male,none,5,unknown,46,none,rent,1,skilled,1,none,yes,No Risk,0.54|0.46,1427b2a9-f77f-4dcd-9b7b-4f3a47242097,04/11/20 7:38
less_0,5,prior_payments_delayed,appliances,11594,less_100,1_to_4,2,female,none,3,car_other,37,none,own,2,skilled,2,yes,yes,No Risk,0.66|0.34,be8c7995-4b70-4c9f-8dde-8307e5547e85,04/11/20 7:38
no_checking,7,outstanding_credit,furniture,11592,unknown,4_to_7,2,male,none,4,real_estate,51,stores,own,2,skilled,1,yes,yes,No Risk,0.51|0.49,5632dff3-347d-4195-9b6d-89782aaa1e62,04/11/20 7:38
0_to_200,29,prior_payments_delayed,retraining,7056,less_100,unemployed,3,male,none,5,car_other,73,none,own_random,1,skilled,1,none,yes,No Risk,0.55|0.45,aeaa4850-7a01-4d35-a032-b26d6f384662,04/11/20 7:38
less_0,8,outstanding_credit,appliances,162,less_100,greater_7,4,male,none,2,savings_insurance,54,none,rent,2,skilled,1,none,yes,No Risk,0.72|0.28,5d433896-6aa4-4dd5-ab2f-e2d1861b5524,04/11/20 7:38
less_0,15,prior_payments_delayed,radio_tv,8960,unknown,1_to_4_random,3,female,none,3,real_estate,26,none,rent,2,skilled,1,none,yes,No Risk,0.78|0.22,3161e859-7478-4aaf-a566-16da8b9bce19,04/11/20 7:38
less_0,26,prior_payments_delayed,appliances,11066,100_to_500,less_1,1,male,none,2,real_estate,28,stores,rent,3,skilled,1,none,yes,No Risk,0.76|0.24,6c4bd63a-f0d8-41af-9185-45cd015f6bdf,04/11/20 7:38
less_0,37,no_credits,car_used,8349,100_to_500,greater_7,3,male,none,4,car_other,22,none,rent,1,management_self-employed,1,yes,yes,No Risk,0.58|0.42,944641a8-58b2-4b27-a279-310bfb79ca4c,04/11/20 7:38
